Player,Age,Team,Position,GP,CF,CA,CF%,CF rel,FF,FA,FF%,FF rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
Jordan Gross,25,ARI,D,7,85,73,53.8,0.4,67,53,55.8,2.2,10.6,80.0,90.6,62.7,37.3,13:11,13:08,0,4,1.1,23,43.5
Carl Grundstrom,23,LAK,RW,47,418,518,44.7,-4.2,326,386,45.8,-2.9,7.0,91.2,98.1,48.6,51.4,12:28,11:32,6,9,-10.0,101,65.3
Matt Grzelcyk,27,BOS,D,37,646,454,58.7,6.2,519,341,60.3,7.0,8.2,92.4,100.6,52.0,48.0,19:45,16:37,14,11,10.5,126,63.5
Radko Gudas,30,FLA,D,54,782,691,53.1,-0.1,614,525,53.9,0.8,8.4,91.4,99.8,48.0,52.0,17:34,15:31,14,33,5.7,167,50.3
Erik Gudbranson,29,TOT,D,45,612,678,47.4,-2.0,460,532,46.4,-4.3,7.2,90.6,97.8,44.6,55.4,17:55,15:29,6,33,-8.0,,
Jake Guentzel,26,PIT,C,56,861,809,51.6,1.7,653,637,50.6,0.2,11.2,90.7,101.9,62.4,37.6,20:15,17:11,17,23,0.2,238,59.2
Carl Gunnarsson,34,STL,D,12,105,136,43.6,-11.4,77,103,42.8,-10.7,10.0,89.7,99.7,33.3,66.7,14:26,11:50,1,2,-2.2,17,35.3
Denis Gurianov,23,DAL,RW,55,690,630,52.3,-1.0,515,483,51.6,-1.4,8.4,91.5,99.9,59.2,40.8,15:51,13:36,18,29,5.6,251,51.8
Nikita Gusev,28,TOT,LW,31,383,278,57.9,4.3,295,215,57.8,5.1,4.1,90.1,94.2,55.8,44.2,14:21,11:48,10,21,0.7,,
David Gustafsson,20,WPG,C,4,17,18,48.6,-3.9,13,16,44.8,-8.1,0.0,92.9,92.9,50.0,50.0,5:49,5:48,1,0,-0.4,2,50.0
Erik Gustafsson,28,TOT,D,29,340,297,53.4,3.7,245,229,51.7,2.8,11.5,89.0,100.5,62.8,37.2,16:43,14:20,7,22,-0.5,,
Gaetan Haas,29,EDM,F,34,212,277,43.4,-5.1,142,182,43.8,-3.8,6.1,92.4,98.5,44.6,55.4,11:21,9:18,9,10,-3.4,50,48.0
Brandon Hagel,22,CHI,LW,52,525,626,45.6,-0.1,369,464,44.3,-0.9,9.8,89.8,99.6,37.5,62.5,13:59,12:41,31,11,-5.6,144,63.2
Carl Hagelin,32,WSH,LW,56,523,550,48.7,-1.9,403,401,50.1,0.3,10.2,91.9,102.1,17.5,82.5,14:06,11:28,21,16,2.4,129,65.9
Robert Hagg,25,PHI,D,34,398,363,52.3,-0.2,291,279,51.1,-0.3,7.9,90.3,98.2,60.8,39.2,15:40,13:54,5,20,-1.8,77,37.7
Nicolas Hague,22,VEG,D,52,715,616,53.7,0.4,521,436,54.4,1.1,9.9,92.7,102.6,60.7,39.3,15:60,14:42,10,15,5.4,185,42.2
Libor Hajek,22,NYR,D,44,390,665,37.0,-12.0,313,520,37.6,-12.5,10.3,94.2,104.6,51.6,48.4,15:16,14:28,5,17,-12.0,56,58.9
Jani Hakanpaa,28,TOT,D,57,709,761,48.2,-1.9,508,550,48.0,-1.8,9.9,91.1,101.1,51.0,49.0,18:01,15:55,3,36,-1.3,,
Micheal Haley,34,OTT,C,4,14,24,36.8,-7.8,9,15,37.5,-7.8,0.0,90.0,90.0,23.1,76.9,6:03,6:01,0,0,-0.4,1,0.0
Taylor Hall,29,TOT,LW,53,783,603,56.5,7.5,608,465,56.7,7.2,8.5,88.9,97.4,64.7,35.3,17:52,15:15,19,31,8.4,,
Dougie Hamilton,27,CAR,D,55,1062,859,55.3,2.5,814,655,55.4,3.2,10.1,92.4,102.5,51.1,48.9,22:43,18:15,19,44,5.2,362,49.7
Travis Hamonic,30,VAN,D,38,540,662,44.9,-0.6,391,471,45.4,0.0,7.6,93.0,100.6,52.0,48.0,19:22,17:13,10,19,-7.9,151,52.3
Fredrik Händemark,27,SJS,C,8,52,63,45.2,-3.8,45,43,51.1,2.0,3.0,83.9,86.9,46.2,53.8,9:27,9:19,2,3,0.5,8,62.5
Noah Hanifin,24,CGY,D,47,755,698,52.0,-0.5,571,536,51.6,-0.4,7.4,91.1,98.5,49.3,50.7,20:01,18:42,19,37,7.4,206,43.2
Joel Hanley,29,DAL,D,35,381,291,56.7,2.0,287,211,57.6,3.7,8.8,90.7,99.6,56.3,43.7,13:01,12:34,4,7,6.2,51,52.9
Mike Hardman,21,CHI,RW,8,53,88,37.6,-2.5,40,72,35.7,-4.0,12.9,92.2,105.1,38.0,62.0,10:59,10:53,2,1,-1.4,10,50.0
Jansen Harkins,23,WPG,C,26,156,201,43.7,-5.8,120,146,45.1,-3.8,4.8,94.7,99.6,32.2,67.8,8:24,8:15,1,2,-4.3,29,55.2
Ben Harpur,26,NSH,D,34,346,451,43.4,-6.0,286,349,45.0,-5.3,8.6,93.2,101.7,45.1,54.9,16:26,14:52,9,28,-4.4,57,57.9
Scott Harrington,27,CBJ,D,12,128,159,44.6,-1.5,98,119,45.2,-1.8,11.3,85.1,96.3,52.3,47.7,16:21,14:49,0,1,-2.2,16,50.0
Ryan Hartman,26,MIN,RW,51,508,612,45.4,-1.1,389,459,45.9,-1.5,9.8,91.2,101.0,39.8,60.2,15:04,12:34,21,29,-1.2,138,53.6
Garnet Hathaway,29,WSH,RW,56,495,550,47.4,-3.6,382,404,48.6,-1.7,10.6,92.4,103.0,17.5,82.5,12:19,10:55,10,10,0.6,106,58.5
Erik Haula,29,NSH,LW,51,531,562,48.6,-1.5,402,430,48.3,-3.0,9.3,92.1,101.4,43.8,56.2,16:00,12:32,18,17,-4.4,143,59.4
Jayce Hawryluk,25,VAN,C,30,225,281,44.5,-0.5,166,210,44.1,-1.5,5.3,88.8,94.2,46.3,53.7,9:38,9:33,5,12,-3.2,33,54.5
John Hayden,25,ARI,C,29,198,236,45.6,-5.6,146,165,46.9,-4.0,7.4,89.3,96.6,46.5,53.5,9:49,9:04,4,4,-4.4,38,55.3
Kevin Hayes,28,PHI,RW,55,632,637,49.8,-3.1,489,502,49.3,-2.9,8.9,91.5,100.4,55.4,44.6,17:31,13:40,22,27,2.1,226,56.2
Barrett Hayton,20,ARI,C,14,121,114,51.5,2.4,89,85,51.1,1.9,6.7,91.5,98.2,61.8,38.2,11:29,9:14,4,4,-0.2,20,50.0
Victor Hedman,30,TBL,D,54,912,804,53.1,1.6,692,623,52.6,0.7,10.4,89.4,99.8,59.7,40.3,25:03,19:19,12,28,0.9,316,43.0
Danton Heinen,25,ANA,C/LW,43,463,493,48.4,-0.1,342,374,47.8,0.7,8.1,90.2,98.3,46.0,54.0,14:46,12:33,23,10,-6.3,139,54.7
Ville Heinola,19,WPG,D,5,56,69,44.8,-8.0,42,53,44.2,-8.2,6.9,90.5,97.4,58.5,41.5,15:32,14:29,1,2,-2.2,10,90.0
Miro Heiskanen,21,DAL,D,55,1028,917,52.9,-0.3,777,693,52.9,0.4,6.8,90.2,97.0,51.3,48.7,24:58,20:39,16,48,10.7,262,46.2
Darren Helm,34,DET,C/LW,47,484,525,48.0,3.5,358,395,47.5,3.0,6.3,93.6,99.9,37.7,62.3,14:41,12:44,13,10,-3.4,130,63.8
Adam Henrique,30,ANA,C,45,545,528,50.8,3.8,382,409,48.3,1.8,9.7,89.9,99.6,53.7,46.3,16:02,13:16,11,20,-3.1,129,59.7
Aleksi Heponiemi,22,FLA,C,9,103,100,50.7,-8.3,88,77,53.3,-6.6,8.8,93.2,102.0,39.7,60.3,12:14,11:55,6,3,-0.6,21,71.4
Tomas Hertl,27,SJS,C,50,732,664,52.4,6.2,558,494,53.0,6.5,10.0,88.3,98.3,47.6,52.4,19:08,14:47,35,24,10.4,190,58.9
Thomas Hickey,31,NYI,D,5,60,56,51.7,5.8,44,39,53.0,7.1,16.7,96.7,113.3,60.0,40.0,16:16,16:10,0,1,2.0,6,33.3
Matthew Highmore,24,TOT,LW,42,329,417,44.1,-2.6,258,311,45.3,-0.5,6.1,92.7,98.8,34.1,65.9,11:38,10:19,11,11,-6.7,,
Vinnie Hinostroza,26,TOT,C,26,243,256,48.7,0.2,183,203,47.4,-0.1,9.8,91.9,101.7,48.0,52.0,12:16,11:42,10,12,-4.9,,
Roope Hintz,24,DAL,LW,41,560,450,55.4,3.3,430,339,55.9,4.6,10.8,91.2,102.0,63.4,36.6,18:14,14:09,8,23,8.6,186,49.5
Taro Hirose,24,DET,LW,6,43,42,50.6,4.6,37,34,52.1,9.4,7.1,100.0,107.1,43.5,56.5,14:22,10:39,1,3,0.7,11,90.9
Nico Hischier,22,NJD,C,21,256,280,47.8,-0.4,184,217,45.9,-1.8,6.7,87.7,94.4,45.5,54.5,18:31,14:00,12,7,-2.3,77,57.1
Niklas Hjalmarsson,33,ARI,D,41,437,477,47.8,-2.0,340,343,49.8,0.9,5.1,91.7,96.8,38.4,61.6,17:22,13:54,10,29,-2.9,67,43.3
Mike Hoffman,31,STL,C/LW,52,530,573,48.1,-0.2,396,434,47.7,0.1,11.1,90.2,101.3,58.7,41.3,15:04,13:06,21,20,0.0,185,61.1
Nils Hoglander,20,VAN,LW,56,748,740,50.3,5.2,553,561,49.6,4.1,9.1,90.6,99.7,48.9,51.1,15:27,13:53,42,20,0.5,196,60.2
Nick Holden,33,VEG,D,17,247,211,53.9,2.2,175,152,53.5,3.5,8.5,93.0,101.5,53.8,46.2,15:51,15:10,3,0,0.1,46,50.0
Justin Holl,29,TOR,D,55,859,890,49.1,-2.9,659,649,50.4,-2.2,11.9,90.2,102.1,49.6,50.4,21:04,18:22,17,41,6.9,117,48.7
Patric Hornqvist,34,FLA,RW,44,509,417,55.0,2.9,390,319,55.0,2.9,10.0,87.8,97.7,65.2,34.8,16:47,12:40,18,10,1.2,200,72.5
Bo Horvat,25,VAN,C,56,820,887,48.0,2.3,602,648,48.2,2.2,8.7,90.5,99.2,41.0,59.0,19:53,15:48,25,22,-6.7,226,58.0
Brett Howden,22,NYR,C,42,339,402,45.7,-2.2,261,293,47.1,-1.2,6.7,92.7,99.4,48.2,51.8,12:34,10:20,6,6,-2.9,54,61.1
Filip Hronek,23,DET,D,56,854,915,48.3,3.8,652,721,47.5,2.7,7.3,90.4,97.7,48.8,51.2,23:23,18:47,7,31,-2.5,225,50.7
Jonathan Huberdeau,27,FLA,LW,55,712,596,54.4,1.2,572,464,55.2,2.0,11.8,90.0,101.9,64.8,35.2,18:25,14:03,37,43,4.9,190,64.7
Cameron Hughes,24,BOS,C,1,15,17,46.9,13.1,11,10,52.4,16.9,0.0,83.3,83.3,83.3,16.7,16:05,14:36,3,0,-0.1,6,50.0
Jack Hughes,19,NJD,C,56,862,657,56.7,8.7,648,525,55.2,8.0,9.8,89.2,99.0,63.8,36.2,19:04,16:01,56,74,5.1,257,55.3
Quinn Hughes,21,VAN,D,56,937,923,50.4,6.0,679,704,49.1,3.7,8.3,88.9,97.1,62.6,37.4,22:48,18:55,34,60,-5.3,233,42.1
Brad Hunt,32,MIN,D,12,88,108,44.9,2.0,75,84,47.2,0.8,4.1,82.1,86.2,39.1,60.9,12:20,10:28,2,1,-1.6,31,45.2
Dryden Hunt,25,ARI,LW,26,260,246,51.4,3.1,197,180,52.3,3.3,5.6,88.7,94.3,42.4,57.6,11:58,11:47,4,7,0.2,66,59.1
Ben Hutton,27,TOT,D,38,490,562,46.6,-4.5,376,429,46.7,-3.8,6.4,90.4,96.8,38.4,61.6,18:28,16:04,8,22,-6.7,,
Zach Hyman,28,TOR,C,43,646,594,52.1,1.3,500,427,53.9,3.2,12.5,93.1,105.6,46.6,53.4,19:22,15:52,17,17,19.2,183,62.8
Alex Iafallo,27,LAK,C,55,716,682,51.2,4.5,534,515,50.9,3.9,9.2,88.7,97.9,48.4,51.6,19:53,15:02,15,9,-4.4,191,62.3
Matt Irwin,33,BUF,D,24,251,342,42.3,-4.0,200,272,42.4,-3.3,6.8,88.9,95.7,47.3,52.7,16:15,14:16,7,7,-6.1,46,58.7
Mark Jankowski,26,PIT,C,45,260,320,44.8,-7.3,203,239,45.9,-6.2,8.8,94.9,103.7,29.4,70.6,10:43,8:47,14,3,-2.0,62,56.5
Mattias Janmark,28,TOT,C,56,595,709,45.6,-4.3,437,538,44.8,-5.0,8.1,90.1,98.2,50.2,49.8,17:06,13:37,16,26,-4.6,,
Calle Jarnkrok,29,NSH,C,49,519,579,47.3,-2.9,419,444,48.6,-2.1,10.4,93.9,104.3,52.3,47.7,16:48,13:11,19,11,-0.5,133,68.4
Christian Jaros,24,SJS,D,7,54,73,42.5,-4.4,42,51,45.2,-2.4,6.7,83.3,90.0,57.5,42.5,11:11,10:55,3,2,0.1,10,30.0
Tanner Jeannot,23,NSH,F,15,143,137,51.1,5.6,115,107,51.8,4.6,11.5,93.5,105.0,16.2,83.8,12:08,11:49,0,5,1.2,33,69.7
Jan Jenik,20,ARI,RW,2,24,12,66.7,23.9,18,9,66.7,22.7,23.1,100.0,123.1,64.3,35.7,12:05,12:05,1,0,0.0,4,75.0
Boone Jenner,27,CBJ,C,41,494,588,45.7,-0.7,386,427,47.5,0.9,7.0,90.8,97.8,37.5,62.5,17:60,14:35,14,22,-3.7,131,60.3
Nick Jensen,30,WSH,D,53,628,636,49.7,-1.0,472,491,49.0,-1.5,9.6,91.5,101.1,36.2,63.8,17:18,14:35,15,29,3.5,107,56.1
Ryan Johansen,28,NSH,C,48,585,564,50.9,2.6,457,426,51.8,2.5,7.6,92.2,99.8,54.3,45.7,16:57,13:41,13,20,0.7,105,63.8
Marcus Johansson,30,MIN,C/W,36,364,432,45.7,-0.7,270,340,44.3,-3.4,7.6,89.4,97.0,45.9,54.1,15:56,12:50,10,19,-5.0,85,54.1
Erik Johnson,32,COL,D,4,45,37,54.9,-3.2,34,29,54.0,-1.7,13.0,94.7,107.8,46.2,53.8,13:26,10:26,1,3,0.8,8,62.5
Jack Johnson,34,NYR,D,13,141,187,43.0,-6.2,109,148,42.4,-6.2,2.4,93.1,95.5,48.2,51.8,16:58,14:57,2,6,-0.5,24,54.2
Luke Johnson,26,MIN,C,14,91,148,38.1,-7.6,70,112,38.5,-8.1,7.8,88.9,96.7,28.9,71.1,10:06,10:02,2,0,-3.3,20,55.0
Reese Johnson,22,CHI,F,5,24,26,48.0,0.2,19,20,48.7,5.5,0.0,88.9,88.9,36.8,63.2,7:57,7:57,0,0,-0.2,5,80.0
Tyler Johnson,30,TBL,C,55,550,504,52.2,0.2,421,383,52.4,0.5,8.3,90.6,98.9,53.5,46.5,13:40,12:03,4,7,3.8,123,62.6
Andreas Johnsson,26,NJD,LW,50,551,477,53.6,2.3,423,373,53.1,3.2,7.8,91.3,99.0,54.7,45.3,13:56,12:12,23,13,5.0,104,62.5
Ross Johnston,26,NYI,LW,12,71,107,39.9,-9.1,51,73,41.1,-9.5,2.9,92.5,95.3,49.2,50.8,8:44,8:43,1,1,-0.6,6,83.3
Henri Jokiharju,21,BUF,D,46,650,714,47.7,1.7,511,560,47.7,2.4,6.6,90.4,96.9,54.1,45.9,18:23,17:16,9,12,-1.8,109,45.9
Caleb Jones,23,EDM,D,33,337,332,50.4,1.0,252,242,51.0,2.2,6.1,89.7,95.8,55.1,44.9,13:36,12:59,9,35,0.0,55,41.8
Max Jones,22,ANA,LW,46,486,518,48.4,0.6,349,400,46.6,-0.5,8.0,90.3,98.3,48.9,51.1,14:10,12:32,20,10,-4.6,133,57.9
Seth Jones,26,CBJ,D,56,1018,1084,48.4,3.2,775,840,48.0,1.8,7.8,90.5,98.3,55.3,44.7,25:14,21:12,20,43,-9.1,256,55.1
Zachary Jones,20,NYR,D,10,96,139,40.9,-2.1,70,113,38.3,-6.0,10.0,90.9,100.9,44.3,55.7,14:59,13:50,1,10,-1.8,23,52.2
Mathieu Joseph,23,TBL,RW,56,425,447,48.7,-4.0,326,353,48.0,-4.9,11.7,91.6,103.3,56.9,43.1,10:56,10:17,12,12,-1.5,92,64.1
Pierre-Olivier Joseph,21,PIT,D,16,224,207,52.0,1.4,178,150,54.3,4.4,7.8,90.9,98.7,52.4,47.6,16:47,15:48,4,8,0.4,48,56.3
Dakota Joshua,24,STL,C,12,55,79,41.0,-6.7,38,59,39.2,-8.2,3.2,89.7,93.0,51.2,48.8,8:58,8:46,3,1,-1.7,11,81.8
Roman Josi,30,NSH,D,48,937,858,52.2,3.0,718,644,52.7,2.7,7.4,89.8,97.2,57.5,42.5,24:21,20:45,15,30,1.8,290,48.6
Tyson Jost,22,COL,C,54,640,451,58.7,-0.4,470,332,58.6,0.3,8.8,92.9,101.7,50.2,49.8,14:07,11:45,24,11,9.2,154,59.7
Olli Juolevi,22,VAN,D,23,227,277,45.0,-5.7,165,210,44.0,-7.3,9.0,91.6,100.6,44.1,55.9,13:13,12:21,2,9,-3.0,57,42.1
Tomas Jurco,28,VEG,RW,8,76,56,57.6,3.8,56,39,58.9,6.2,6.5,84.2,90.7,65.9,34.1,8:58,8:57,0,1,1.6,18,61.1
Noah Juulsen,23,FLA,D,4,37,46,44.6,-4.8,31,38,44.9,-4.0,0.0,89.7,89.7,54.1,45.9,11:58,11:40,0,2,-1.4,7,71.4
Nazem Kadri,30,COL,C,56,791,593,57.2,-2.1,563,462,54.9,-4.4,8.0,89.2,97.2,55.6,44.4,16:28,13:22,22,26,5.3,289,58.8
Dominik Kahun,25,EDM,C,48,512,538,48.8,0.4,390,405,49.1,0.7,8.0,91.3,99.4,46.7,53.3,12:49,12:25,11,16,-2.4,112,61.6
Kaapo Kakko,19,NYR,RW,48,566,485,53.9,8.0,441,370,54.4,8.0,7.9,91.7,99.6,58.6,41.4,14:21,12:59,31,11,3.6,136,59.6
Arthur Kaliyev,19,LAK,RW,1,6,16,27.3,0.8,5,13,27.8,4.1,20.0,81.8,101.8,42.9,57.1,14:42,13:48,0,0,-0.2,2,50.0
Wyatt Kalynuk,23,CHI,D,21,258,315,45.0,-0.1,187,251,42.7,-1.9,11.6,88.1,99.7,51.2,48.8,16:16,14:50,2,17,-6.8,48,54.2
David Kampf,26,CHI,C,56,550,607,47.5,1.8,409,447,47.8,3.3,6.8,93.2,100.0,32.6,67.4,14:40,12:19,31,8,-2.5,101,62.4
Steven Kampfer,32,BOS,D,20,269,278,49.2,-4.7,217,206,51.3,-3.5,6.5,93.9,100.4,57.9,42.1,16:42,14:57,6,5,-0.1,49,57.1
Evander Kane,29,SJS,LW,56,827,851,49.3,2.0,615,655,48.4,0.0,11.0,88.5,99.5,40.5,59.5,20:12,15:39,30,33,3.9,322,60.2
Patrick Kane,32,CHI,RW,56,842,1003,45.6,-0.8,623,767,44.8,-0.7,11.6,89.8,101.4,56.9,43.1,22:14,18:12,33,45,-9.2,323,59.1
Kasperi Kapanen,24,PIT,RW,40,444,449,49.7,0.1,342,339,50.2,0.6,13.5,92.9,106.3,66.9,33.1,15:32,13:54,16,21,-2.0,112,60.7
Kirill Kaprizov,23,MIN,LW,55,748,712,51.2,7.0,575,528,52.1,6.8,11.8,90.6,102.4,58.3,41.7,18:18,14:59,27,35,4.0,280,56.1
Erik Karlsson,30,SJS,D,52,932,971,49.0,1.4,701,742,48.6,0.1,8.2,89.0,97.2,52.9,47.1,23:36,19:27,39,47,1.0,239,46.0
William Karlsson,28,VEG,C,56,835,662,55.8,3.1,583,486,54.5,1.0,10.0,92.8,102.9,55.6,44.4,18:40,14:09,30,15,6.7,198,56.1
David Kase,24,PHI,RW,1,7,7,50.0,-3.6,1,5,16.7,-34.4,0.0,100.0,100.0,60.0,40.0,10:58,9:05,0,1,-0.3,3,0.0
Ondrej Kase,25,BOS,RW,3,32,20,61.5,7.4,26,15,63.4,9.0,0.0,100.0,100.0,88.9,11.1,8:30,8:09,1,1,0.5,9,44.4
Zack Kassian,30,EDM,RW,27,230,269,46.1,-1.2,171,203,45.7,-2.1,6.7,93.0,99.7,50.3,49.7,11:51,11:38,3,7,-2.0,38,47.4
Martin Kaut,21,COL,RW,5,25,35,41.7,-17.6,17,30,36.2,-22.3,0.0,100.0,100.0,35.3,64.7,7:60,7:57,0,0,-1.7,3,66.7
Joey Keane,21,CAR,D,1,17,13,56.7,10.3,13,13,50.0,5.9,0.0,87.5,87.5,66.7,33.3,19:34,16:55,0,1,-0.5,3,33.3
Brady Keeper,24,FLA,D,1,2,7,22.2,-30.3,1,5,16.7,-36.3,,100.0,,100.0,0.0,9:28,7:11,0,0,-0.6,1,0.0
Duncan Keith,37,CHI,D,54,827,1001,45.2,-2.3,611,777,44.0,-3.0,9.5,90.0,99.5,52.5,47.5,23:25,18:18,28,63,-9.9,199,55.3
Clayton Keller,22,ARI,C,56,776,649,54.5,8.1,587,493,54.4,8.1,9.6,87.8,97.4,59.3,40.7,16:40,13:53,23,17,0.1,212,58.5
Joel Kellman,26,SJS,F,7,67,71,48.6,1.6,54,52,50.9,4.7,8.9,86.1,95.0,36.4,63.6,10:41,10:01,3,0,1.3,19,68.4
Parker Kelly,21,OTT,F,1,11,3,78.6,32.2,7,3,70.0,21.9,25.0,100.0,125.0,0.0,100.0,7:32,5:54,0,0,-0.1,1,100.0
Adrian Kempe,24,LAK,LW,56,576,654,46.8,-1.0,424,504,45.7,-2.7,8.4,88.1,96.4,51.0,49.0,16:56,12:40,15,20,-7.7,238,53.4
Alexander Kerfoot,26,TOR,C,56,542,587,48.0,-3.9,405,435,48.2,-4.6,8.6,91.8,100.5,52.0,48.0,14:27,12:19,17,30,-2.6,118,57.6
Tanner Kero,28,DAL,RW,39,290,293,49.7,-3.2,207,211,49.5,-3.4,6.8,92.8,99.6,45.8,54.2,10:36,9:42,9,10,1.8,63,61.9
Phil Kessel,33,ARI,RW,56,661,734,47.4,-1.7,486,565,46.2,-3.3,9.5,87.9,97.4,56.6,43.4,17:05,14:12,19,20,-5.4,206,55.8
Jujhar Khaira,26,EDM,LW,40,279,358,43.8,-6.3,210,261,44.6,-5.8,10.2,92.8,103.0,31.7,68.3,12:03,10:01,7,11,-4.7,73,56.2
Matt Kiersted,22,FLA,D,7,75,98,43.4,-14.5,58,76,43.3,-14.0,2.3,91.4,93.7,50.0,50.0,15:10,14:11,1,7,-2.1,11,54.5
Alex Killorn,31,TBL,C/LW,56,657,550,54.4,3.3,502,442,53.2,1.6,8.6,90.4,99.0,54.4,45.6,17:53,13:01,14,10,0.9,204,59.3
Joel Kiviranta,24,DAL,F,26,257,226,53.2,-0.3,186,177,51.2,-1.1,10.8,89.1,99.9,64.9,35.1,12:10,11:17,7,3,0.3,54,57.4
John Klingberg,28,DAL,D,53,952,862,52.5,0.0,690,653,51.4,-0.9,8.6,88.1,96.7,55.6,44.4,22:42,19:29,17,51,3.6,231,46.8
Nikolai Knyzhov,22,SJS,D,56,780,777,50.1,3.1,593,590,50.1,2.5,7.6,90.6,98.2,49.5,50.5,16:44,15:49,18,13,1.6,97,52.6
Slater Koekkoek,26,EDM,D,18,160,236,40.4,-9.2,119,167,41.6,-8.7,4.4,89.9,94.4,48.0,52.0,13:10,11:12,3,11,-3.0,41,41.5
Mikko Koivu,37,CBJ,C,7,47,83,36.2,-9.8,35,62,36.1,-10.0,14.8,85.0,99.8,40.9,59.1,12:28,11:16,3,2,-2.5,7,42.9
Keegan Kolesar,23,VEG,RW,44,388,360,51.9,-2.2,273,253,51.9,-2.1,9.6,88.8,98.4,57.6,42.4,9:33,9:30,9,7,2.3,76,60.5
Leo Komarov,34,NYI,C,33,311,333,48.3,-1.4,237,235,50.2,0.4,7.7,94.7,102.4,53.8,46.2,12:50,11:29,10,8,3.2,41,65.9
Travis Konecny,23,PHI,C,50,649,528,55.1,3.8,470,409,53.5,2.1,8.0,89.7,97.7,55.2,44.8,15:54,13:35,16,15,-0.7,191,52.4
Anze Kopitar,33,LAK,C,56,784,752,51.0,4.9,592,572,50.9,4.5,9.0,88.7,97.7,49.0,51.0,21:11,15:51,12,34,-3.2,216,54.6
Klim Kostin,21,STL,C/LW,2,15,15,50.0,0.0,11,14,44.0,-6.0,16.7,83.3,100.0,30.8,69.2,13:48,13:48,1,2,-0.7,2,0.0
Jesperi Kotkaniemi,20,MTL,C,56,697,559,55.5,1.6,482,419,53.5,0.3,7.3,91.6,98.9,56.9,43.1,14:48,12:52,33,24,3.6,158,55.1
Vitali Kravtsov,21,NYR,RW,20,173,221,43.9,-0.1,134,167,44.5,-0.3,4.9,89.7,94.6,49.1,50.9,12:24,12:07,7,13,-2.5,42,54.8
Peyton Krebs,20,VEG,C,4,37,30,55.2,1.5,30,19,61.2,8.2,12.0,84.6,96.6,72.2,27.8,11:26,10:39,1,1,0.5,5,20.0
Chris Kreider,29,NYR,LW,50,568,577,49.6,2.7,425,423,50.1,2.3,10.3,89.4,99.7,49.8,50.2,17:24,13:20,17,32,1.2,177,57.6
David Krejci,34,BOS,C,51,738,549,57.3,3.8,565,421,57.3,2.5,8.3,95.1,103.4,65.0,35.0,17:08,14:33,21,28,13.7,141,58.9
Torey Krug,29,STL,D,51,808,845,48.9,0.6,635,651,49.4,1.8,10.8,90.9,101.6,50.5,49.5,22:31,19:16,7,25,-3.2,208,52.9
Dominik Kubalík,25,CHI,LW,56,606,670,47.5,1.8,444,497,47.2,2.6,9.0,91.3,100.3,49.7,50.3,15:31,13:02,12,19,-0.1,260,60.0
Karson Kuhlman,25,BOS,C,20,179,152,54.1,-1.7,143,111,56.3,-0.7,2.8,87.3,90.2,54.2,45.8,10:39,10:18,2,1,1.7,47,66.0
Dean Kukan,27,CBJ,D,35,372,429,46.4,0.3,295,318,48.1,2.1,7.6,91.7,99.3,58.0,42.0,14:11,14:07,6,17,-1.8,50,58.0
Brett Kulak,27,MTL,D,46,699,546,56.1,2.9,505,390,56.4,4.4,6.7,92.1,98.8,60.9,39.1,16:06,15:59,8,33,4.7,113,50.4
Dmitry Kulikov,30,TOT,D,48,727,642,53.1,2.2,553,504,52.3,2.7,7.1,90.8,97.9,41.2,58.8,19:10,16:53,8,31,4.0,,
Luke Kunin,23,NSH,C,38,410,473,46.4,-4.9,319,363,46.8,-5.6,10.0,92.5,102.5,50.6,49.4,13:59,12:58,8,9,-2.2,117,60.7
Janne Kuokkanen,22,NJD,C/LW,50,602,565,51.6,1.6,445,444,50.1,0.7,9.9,88.3,98.2,51.1,48.9,14:46,13:30,22,14,-4.9,113,54.0
Rasmus Kupari,20,LAK,C,7,60,54,52.6,6.3,43,46,48.3,3.4,3.6,81.3,84.8,39.0,61.0,11:28,10:37,0,0,-1.2,10,80.0
Sean Kuraly,28,BOS,C,47,448,481,48.2,-7.8,360,363,49.8,-7.1,6.0,90.0,96.1,24.0,76.0,14:04,12:08,24,13,-2.5,133,66.2
Philipp Kurashev,21,CHI,C,54,483,568,46.0,-0.3,341,434,44.0,-1.7,7.8,92.0,99.8,51.0,49.0,13:05,11:36,18,16,-7.4,106,61.3
Evgeny Kuznetsov,28,WSH,C,41,508,484,51.2,1.2,393,383,50.6,1.0,13.6,90.9,104.5,72.5,27.5,16:34,14:04,16,19,-0.1,122,63.9
Oliver Kylington,23,CGY,D,8,94,78,54.7,4.8,72,69,51.1,2.0,8.2,91.1,99.3,75.0,25.0,13:05,12:52,2,4,1.1,16,43.8
Jordan Kyrou,22,STL,C,55,643,623,50.8,3.6,478,476,50.1,2.8,11.3,88.5,99.8,54.9,45.1,14:25,13:11,32,22,1.0,171,57.3
Joel L'Esperance,25,DAL,RW,12,75,80,48.4,-5.2,64,60,51.6,-3.8,6.8,88.6,95.5,34.3,65.7,9:25,8:33,1,3,-0.2,20,40.0
Kevin Labanc,25,SJS,RW,55,744,724,50.7,3.9,560,574,49.4,1.5,9.4,89.5,98.9,44.8,55.2,16:25,14:13,17,24,3.8,228,56.1
